GeneID,TF_Family,TFID
Zm00001d038395,Orphans,Orphan72
Zm00001d041983,Orphans,Orphan73
Zm00001d029772,Orphans,Orphan74
Zm00001d039510,Orphans,Orphan75
Zm00001d013000,Orphans,Orphan76
Zm00001d021754,Orphans,Orphan77
Zm00001d029419,Orphans,Orphan78
Zm00001d046928,Orphans,Orphan79
Zm00001d035263,Orphans,Orphan8
Zm00001d033240,Orphans,Orphan80
Zm00001d006486,Orphans,Orphan81
Zm00001d044303,Orphans,Orphan82
Zm00001d047679,Orphans,Orphan83
Zm00001d025050,Orphans,Orphan84
Zm00001d021390,Orphans,Orphan85
Zm00001d013112,Orphans,Orphan86
Zm00001d015468,Orphans,Orphan87
Zm00001d003598,Orphans,Orphan88
Zm00001d047385,Orphans,Orphan89
Zm00001d010366,Orphans,Orphan9
Zm00001d051114,Orphans,Orphan90
Zm00001d034655,Orphans,Orphan91
Zm00001d021949,Orphans,Orphan92
Zm00001d048138,Orphans,Orphan93
Zm00001d039222,Orphans,Orphan94
Zm00001d003571,Orphans,Orphan95
Zm00001d030958,Orphans,Orphan96
Zm00001d048990,Orphans,Orphan97
Zm00001d040369,Orphans,Orphan98
Zm00001d021582,Orphans,Orphan99
Zm00001d028594,PLATZ,PLATZ1
Zm00001d015868,PLATZ,PLATZ10
Zm00001d017682,PLATZ,PLATZ11
Zm00001d009292,PLATZ,PLATZ12
Zm00001d047025,PLATZ,PLATZ13
Zm00001d047250,PLATZ,PLATZ14
Zm00001d026047,PLATZ,PLATZ15
Zm00001d029437,PLATZ,PLATZ2
Zm00001d030032,PLATZ,PLATZ3
Zm00001d031925,PLATZ,PLATZ4
Zm00001d002489,PLATZ,PLATZ5
Zm00001d051376,PLATZ,PLATZ6
Zm00001d051511,PLATZ,PLATZ7
Zm00001d015394,PLATZ,PLATZ8
Zm00001d015560,PLATZ,PLATZ9
Zm00001d003822,S1Fa-like,S1Fa1
Zm00001d025339,S1Fa-like,S1Fa2
Zm00001d049822,SBP,SBP1
Zm00001d015451,SBP,SBP10
Zm00001d010309,SBP,SBP11
Zm00001d006451,SBP,SBP13
Zm00001d036692,SBP,SBP14
Zm00001d002005,SBP,SBP15
Zm00001d031487,SBP,SBP16
Zm00001d034730,SBP,SBP17
Zm00001d012015,SBP,SBP18
Zm00001d053775,SBP,SBP19
Zm00001d020941,SBP,SBP2
Zm00001d053890,SBP,SBP20
Zm00001d026175,SBP,SBP21
Zm00001d042319,SBP,SBP22
Zm00001d006028,SBP,SBP23
Zm00001d040571,SBP,SBP24
Zm00001d014698,SBP,SBP25
Zm00001d053756,SBP,SBP26
Zm00001d015233,SBP,SBP27
Zm00001d026491,SBP,SBP28
Zm00001d021573,SBP,SBP29
Zm00001d049165,SBP,SBP3
Zm00001d052890,SBP,SBP30
Zm00001d015410,SBP,SBP31
Zm00001d049824,SBP,SBP32
Zm00001d019793,SBP,SBP4
Zm00001d006091,SBP,SBP5
Zm00001d012916,SBP,SBP6
Zm00001d052905,SBP,SBP7
Zm00001d031451,SBP,SBP8
Zm00001d008176,SBP,SBP9
Zm00001d032040,SHI/STY(SRS),SRS1
Zm00001d006209,SHI/STY(SRS),SRS2
Zm00001d053208,SHI/STY(SRS),SRS3
Zm00001d014762,SHI/STY(SRS),SRS4
Zm00001d036426,SHI/STY(SRS),SRS5
Zm00001d038081,SHI/STY(SRS),SRS6
Zm00001d021285,SHI/STY(SRS),SRS7
Zm00001d021290,SHI/STY(SRS),SRS8
Zm00001d033673,TCP,TCP1
Zm00001d037221,TCP,TCP10
Zm00001d032217,TCP,TCP11
Zm00001d023565,TCP,TCP12
Zm00001d048591,TCP,TCP13
Zm00001d025896,TCP,TCP14
Zm00001d050389,TCP,TCP15
Zm00001d017350,TCP,TCP16
Zm00001d025250,TCP,TCP17
Zm00001d020433,TCP,TCP18
Zm00001d006165,TCP,TCP19
Zm00001d053020,TCP,TCP2
Zm00001d011985,TCP,TCP20
Zm00001d031725,TCP,TCP21
Zm00001d051154,TCP,TCP22
Zm00001d038683,TCP,TCP23
Zm00001d008919,TCP,TCP24
Zm00001d051216,TCP,TCP25
Zm00001d018045,TCP,TCP26
Zm00001d007432,TCP,TCP27
Zm00001d012725,TCP,TCP29
Zm00001d005737,TCP,TCP3
Zm00001d043368,TCP,TCP30
Zm00001d041866,TCP,TCP31
Zm00001d035482,TCP,TCP32
Zm00001d002818,TCP,TCP34
Zm00001d048674,TCP,TCP35
Zm00001d025295,TCP,TCP36
Zm00001d005763,TCP,TCP37
Zm00001d022256,TCP,TCP38
Zm00001d049645,TCP,TCP39
Zm00001d018530,TCP,TCP4
Zm00001d025033,TCP,TCP40
Zm00001d004791,TCP,TCP41
Zm00001d031597,TCP,TCP42
Zm00001d007868,TCP,TCP43
Zm00001d013119,TCP,TCP44
Zm00001d034353,TCP,TCP5
Zm00001d013467,TCP,TCP6
Zm00001d010730,TCP,TCP7
Zm00001d042305,TCP,TCP8
Zm00001d044836,TCP,TCP9
Zm00001d038994,Trihelix,THX1
Zm00001d026245,Trihelix,THX10
Zm00001d002801,Trihelix,THX12
Zm00001d015605,Trihelix,THX13
Zm00001d011571,Trihelix,THX14
Zm00001d003549,Trihelix,THX15
Zm00001d051316,Trihelix,THX16
Zm00001d043902,Trihelix,THX17
Zm00001d027335,Trihelix,THX18
Zm00001d013849,Trihelix,THX19
Zm00001d025514,Trihelix,THX2
Zm00001d017420,Trihelix,THX20
Zm00001d054080,Trihelix,THX21
Zm00001d014938,Trihelix,THX22
Zm00001d002424,Trihelix,THX23
Zm00001d016876,Trihelix,THX24
Zm00001d025720,Trihelix,THX25
Zm00001d003836,Trihelix,THX26
Zm00001d042917,Trihelix,THX27
Zm00001d000045,Trihelix,THX28
Zm00001d047589,Trihelix,THX29
Zm00001d052798,Trihelix,THX3
Zm00001d029974,Trihelix,THX4
Zm00001d035457,Trihelix,THX5
Zm00001d011730,Trihelix,THX6
Zm00001d030350,Trihelix,THX7
Zm00001d031266,Trihelix,THX8
Zm00001d031391,Trihelix,THX9
Zm00001d011578,TUB,TUB1
Zm00001d038310,TUB,TUB10
Zm00001d029165,TUB,TUB11
Zm00001d047019,TUB,TUB13
Zm00001d043895,TUB,TUB15
Zm00001d042724,TUB,TUB2
Zm00001d053179,TUB,TUB3
Zm00001d002896,TUB,TUB4
Zm00001d038691,TUB,TUB5
Zm00001d051568,TUB,TUB6
Zm00001d052765,TUB,TUB7
Zm00001d015485,TUB,TUB8
Zm00001d017773,TUB,TUB9
Zm00001d038704,VOZ,VOZ2
Zm00001d041158,VOZ,VOZ3
Zm00001d043500,VOZ,VOZ4
Zm00001d012734,VOZ,VOZ5
Zm00001d036148,WHIRLY,WHIRLY1
Zm00001d053855,WHIRLY,WHIRLY2
Zm00001d021947,WRKY,WRKY1
Zm00001d034888,WRKY,WRKY10
Zm00001d038761,WRKY,WRKY100
Zm00001d002794,WRKY,WRKY101
Zm00001d033291,WRKY,WRKY102
Zm00001d043474,WRKY,WRKY103
Zm00001d020495,WRKY,WRKY104
Zm00001d004086,WRKY,WRKY105
Zm00001d009619,WRKY,WRKY106
Zm00001d033965,WRKY,WRKY107
Zm00001d007329,WRKY,WRKY108
Zm00001d013709,WRKY,WRKY109
Zm00001d051550,WRKY,WRKY11
Zm00001d041397,WRKY,WRKY110
Zm00001d012746,WRKY,WRKY111
Zm00001d026218,WRKY,WRKY112
Zm00001d013307,WRKY,WRKY113
Zm00001d036726,WRKY,WRKY114
Zm00001d012482,WRKY,WRKY115
Zm00001d006702,WRKY,WRKY116
Zm00001d039032,WRKY,WRKY117
Zm00001d045283,WRKY,WRKY118
Zm00001d010805,WRKY,WRKY119
Zm00001d034475,WRKY,WRKY12
Zm00001d041958,WRKY,WRKY120
Zm00001d020137,WRKY,WRKY121
Zm00001d050023,WRKY,WRKY122
Zm00001d044171,WRKY,WRKY123
Zm00001d046805,WRKY,WRKY124
Zm00001d037607,WRKY,WRKY125
Zm00001d037054,WRKY,WRKY13
Zm00001d026252,WRKY,WRKY14
Zm00001d023615,WRKY,WRKY15
Zm00001d052357,WRKY,WRKY16
Zm00001d022437,WRKY,WRKY17
Zm00001d008190,WRKY,WRKY18
Zm00001d043066,WRKY,WRKY19
Zm00001d016052,WRKY,WRKY2
Zm00001d009698,WRKY,WRKY20
Zm00001d037854,WRKY,WRKY21
Zm00001d012789,WRKY,WRKY22
Zm00001d005056,WRKY,WRKY23
Zm00001d005057,WRKY,WRKY24
Zm00001d032265,WRKY,WRKY25
Zm00001d008794,WRKY,WRKY26
Zm00001d039531,WRKY,WRKY27
Zm00001d011413,WRKY,WRKY28
Zm00001d043569,WRKY,WRKY29
Zm00001d030969,WRKY,WRKY3
Zm00001d034073,WRKY,WRKY30
Zm00001d034084,WRKY,WRKY31
Zm00001d028962,WRKY,WRKY32
Zm00001d024323,WRKY,WRKY33
Zm00001d009939,WRKY,WRKY34
Zm00001d012508,WRKY,WRKY35
Zm00001d049173,WRKY,WRKY36
Zm00001d020136,WRKY,WRKY37
Zm00001d005622,WRKY,WRKY38
Zm00001d045375,WRKY,WRKY39
Zm00001d044682,WRKY,WRKY4
Zm00001d043062,WRKY,WRKY40
Zm00001d043063,WRKY,WRKY41
Zm00001d011527,WRKY,WRKY42
Zm00001d043025,WRKY,WRKY43
Zm00001d010617,WRKY,WRKY44
Zm00001d039584,WRKY,WRKY45
Zm00001d017712,WRKY,WRKY46
Zm00001d011403,WRKY,WRKY47
Zm00001d015515,WRKY,WRKY48
Zm00001d008578,WRKY,WRKY49
Zm00001d044680,WRKY,WRKY5
Zm00001d002405,WRKY,WRKY50
Zm00001d039044,WRKY,WRKY51
Zm00001d020881,WRKY,WRKY52
Zm00001d020492,WRKY,WRKY53
Zm00001d005749,WRKY,WRKY55
Zm00001d039532,WRKY,WRKY56
Zm00001d038451,WRKY,WRKY57
Zm00001d041740,WRKY,WRKY58
Zm00001d025669,WRKY,WRKY59
Zm00001d013630,WRKY,WRKY6
Zm00001d030139,WRKY,WRKY60
Zm00001d047309,WRKY,WRKY61
Zm00001d035323,WRKY,WRKY62
Zm00001d023332,WRKY,WRKY63
Zm00001d044162,WRKY,WRKY64
Zm00001d047574,WRKY,WRKY65
Zm00001d024376,WRKY,WRKY67
Zm00001d011133,WRKY,WRKY68
Zm00001d009595,WRKY,WRKY69
Zm00001d044315,WRKY,WRKY7
Zm00001d002452,WRKY,WRKY70
Zm00001d006001,WRKY,WRKY71
Zm00001d003331,WRKY,WRKY72
Zm00001d043663,WRKY,WRKY73
Zm00001d044010,WRKY,WRKY74
Zm00001d029564,WRKY,WRKY75
Zm00001d052358,WRKY,WRKY76
Zm00001d052355,WRKY,WRKY77
Zm00001d016457,WRKY,WRKY78
Zm00001d053369,WRKY,WRKY8
Zm00001d008793,WRKY,WRKY80
Zm00001d043060,WRKY,WRKY81
Zm00001d038843,WRKY,WRKY82
Zm00001d038023,WRKY,WRKY83
Zm00001d011237,WRKY,WRKY84
Zm00001d018656,WRKY,WRKY85
Zm00001d011496,WRKY,WRKY86
Zm00001d052847,WRKY,WRKY87
Zm00001d012507,WRKY,WRKY88
Zm00001d010616,WRKY,WRKY89
Zm00001d012505,WRKY,WRKY90
Zm00001d023336,WRKY,WRKY91
Zm00001d010399,WRKY,WRKY92
Zm00001d039245,WRKY,WRKY93
Zm00001d050195,WRKY,WRKY94
Zm00001d043950,WRKY,WRKY95
Zm00001d033471,WRKY,WRKY96
Zm00001d050247,WRKY,WRKY97
Zm00001d051328,WRKY,WRKY98
Zm00001d040554,WRKY,WRKY99
Zm00001d002829,C2C2-YABBY,YAB1
Zm00001d032502,C2C2-YABBY,YAB10
Zm00001d031109,C2C2-YABBY,YAB11
Zm00001d033508,C2C2-YABBY,YAB12
Zm00001d025944,C2C2-YABBY,YAB14
Zm00001d028216,C2C2-YABBY,YAB2
Zm00001d018829,C2C2-YABBY,YAB3
Zm00001d021863,C2C2-YABBY,YAB4
Zm00001d041277,C2C2-YABBY,YAB5
Zm00001d013662,C2C2-YABBY,YAB6
Zm00001d048083,C2C2-YABBY,YAB7
Zm00001d017391,C2C2-YABBY,YAB8
Zm00001d013895,C2C2-YABBY,YAB9
Zm00001d049000,ZF-HD,ZHD1
Zm00001d023286,ZF-HD,ZHD10
Zm00001d009674,ZF-HD,ZHD11
Zm00001d017784,ZF-HD,ZHD12
Zm00001d020459,ZF-HD,ZHD13
Zm00001d023289,ZF-HD,ZHD14
Zm00001d003645,ZF-HD,ZHD15
Zm00001d005931,ZF-HD,ZHD16
Zm00001d051573,ZF-HD,ZHD17
Zm00001d052396,ZF-HD,ZHD18
Zm00001d050452,ZF-HD,ZHD19
Zm00001d020460,ZF-HD,ZHD2
Zm00001d005757,ZF-HD,ZHD20
Zm00001d041780,ZF-HD,ZHD21
Zm00001d031840,ZF-HD,ZHD3
Zm00001d013409,ZF-HD,ZHD4
Zm00001d032175,ZF-HD,ZHD5
Zm00001d039116,ZF-HD,ZHD6
Zm00001d050443,ZF-HD,ZHD7
Zm00001d033791,ZF-HD,ZHD8
Zm00001d044662,ZF-HD,ZHD9
Zm00001d020409,ZIM,ZIM1
Zm00001d014253,ZIM,ZIM10
Zm00001d049005,ZIM,ZIM11
Zm00001d006860,ZIM,ZIM12
Zm00001d005813,ZIM,ZIM13
Zm00001d048268,ZIM,ZIM14
Zm00001d005726,ZIM,ZIM15
Zm00001d027901,ZIM,ZIM16
Zm00001d044707,ZIM,ZIM17
Zm00001d033050,ZIM,ZIM18
Zm00001d034536,ZIM,ZIM19
Zm00001d013331,ZIM,ZIM2
Zm00001d036494,ZIM,ZIM20
Zm00001d033048,ZIM,ZIM21
Zm00001d028313,ZIM,ZIM22
Zm00001d022139,ZIM,ZIM23
Zm00001d029448,ZIM,ZIM24
Zm00001d037082,ZIM,ZIM25
Zm00001d027899,ZIM,ZIM26
Zm00001d027900,ZIM,ZIM27
Zm00001d020614,ZIM,ZIM28
Zm00001d014249,ZIM,ZIM29
Zm00001d033049,ZIM,ZIM3
Zm00001d014250,ZIM,ZIM30
Zm00001d021274,ZIM,ZIM31
Zm00001d002029,ZIM,ZIM32
Zm00001d003903,ZIM,ZIM33
Zm00001d026477,ZIM,ZIM34
Zm00001d050365,ZIM,ZIM35
Zm00001d014656,ZIM,ZIM36
Zm00001d048263,ZIM,ZIM4
Zm00001d009438,ZIM,ZIM5
Zm00001d048264,ZIM,ZIM6
Zm00001d013855,ZIM,ZIM7
Zm00001d004277,ZIM,ZIM8
Zm00001d035382,ZIM,ZIM9
